shortname;fullname;category
EEEFMJOSEPINTOCOELHO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32032951_1193_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJOSEPINTOCOELHO_2ªN01-EM_PROINPAC_INEP32032951_2996_2024;;6622
EEEFMJOSEPINTOCOELHO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32032951_1813_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJOSEPINTOCOELHO_3ªN01-EM_PROINPAC_INEP32032951_3549_2024;;6622
EEEFFRANCISCOALVESMENDES_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32070853_56_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFFRANCISCOALVESMENDES_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32070853_75_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFJONESJOSEDONASCIMENTO_1ªN01-EJA-EP-AAD_1ª ETAPA_PIPAT_INEP32036167_4358_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFJONESJOSEDONASCIMENTO_2ªN01-EJA-EP-AAD_2ª ETAPA_PIPAT_INEP32036167_4809_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFJONESJOSEDONASCIMENTO_3ªN01-EJA-EP-AAD_3ª ETAPA_PIPAT_INEP32036167_3333_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFJONESJOSEDONASCIMENTO_4ªN01-EJA-EP-AAD_4ª ETAPA_PIPAT_INEP32036167_5221_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFJONESJOSEDONASCIMENTO_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32036167_1569_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFJONESJOSEDONASCIMENTO_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32036167_2193_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFTAQUARAI_2ªN01-EJA-EP-AAD_2ª ETAPA_PIPAT_INEP32036540_5228_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFVIRGINIOPEREIRA_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32037473_7015_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFVIRGINIOPEREIRA_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037473_7025_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOENGRACIODASILVA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32036051_388_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOENGRACIODASILVA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036051_1636_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOENGRACIODASILVA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036051_2260_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOJOSEPEIXOTOMIGUEL_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32074425_29_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOJOSEPEIXOTOMIGUEL_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32074425_64_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOJOSEPEIXOTOMIGUEL_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32074425_138_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOJOSEPEIXOTOMIGUEL_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32074425_156_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOLUIZVALIATI_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32036060_2834_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOLUIZVALIATI_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036060_3386_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMANTONIOLUIZVALIATI_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036060_2263_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMARLINDOFERREIRALOPES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32036086_401_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMARLINDOFERREIRALOPES_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036086_2274_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMARLINDOFERREIRALOPES_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036086_3396_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMBELMIROTEIXEIRAPIMENTA_2ªN01-EM-MID_PROINPAC_INEP32036558_4421_2024;;6622
EEEFMBELMIROTEIXEIRAPIMENTA_3ªN01-EM-MID_PROINPAC_INEP32036558_5267_2024;;6622
EEEFMCAMPINHO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32035390_418_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMCAMPINHO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32035390_2858_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMCAMPINHO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32035390_1670_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMDJOAOBATISTADAMOTTAEALBUQUERQUE_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32036116_439_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMDJOAOBATISTADAMOTTAEALBUQUERQUE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036116_1687_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMDJOAOBATISTADAMOTTAEALBUQUERQUE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036116_2877_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32036124_3988_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036124_3453_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMELICEBAPTISTAGAUDIO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036124_464_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32037163_3480_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32037163_4010_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32037163_4482_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_5ªN01-EJA-EF_5ª ETAPA_PIPAT_INEP32037163_1120_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32037163_1740_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32037163_2358_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMFRANCISCONASCIMENTO_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32037163_2927_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_6ªN01EJA-EF_6ª ETAPA_PIPAT_INEP32037171_505_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_7ªN01EJA-EF_7ª ETAPA_PIPAT_INEP32037171_1132_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGERMANOANDRELUBE_8ªN01EJA-EF_8ª ETAPA_PIPAT_INEP32037171_1751_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGETULIOPIMENTELLOUREIRO_1ªN01-EJA-EP-AAD_1ª ETAPA_PIPAT_INEP32035403_508_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGETULIOPIMENTELLOUREIRO_1ªN02-EJA-EP-ALG_1ª ETAPA_PIPAT_INEP32035403_3495_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGETULIOPIMENTELLOUREIRO_2ªN01-EJA-EP-ALG_2ª ETAPA_PIPAT_INEP32035403_2939_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMGETULIOPIMENTELLOUREIRO_3ªN01-EJA-EP-AAD_3ª ETAPA_PIPAT_INEP32035403_1135_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_1ªN1EPOUT_1ª ETAPA_PIPAT_INEP32036574_3514_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_2ªN1EPOUT_2ª ETAPA_PIPAT_INEP32036574_4508_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_3ªN1EPOUT_3ª ETAPA_PIPAT_INEP32036574_4940_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_4ªN1EPOUT_4ª ETAPA_PIPAT_INEP32036574_1773_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_7ªN01EJA-EF_7ª ETAPA_PIPAT_INEP32036574_2392_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMIRACEMACONCEICAOSILVA_8ªN01EJA-EF_8ª ETAPA_PIPAT_INEP32036574_2959_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32037180_539_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_1ªN02-EJA-EM_1ª ETAPA_PIPAT_INEP32037180_1165_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_1ªN01-EM_EO_INEP32037180_3523_2024;ESTUDO ORIENTADO;6622
EEEFMJACARAIPE_1ªN01-EM_PROINPAC_INEP32037180_3523_2024;;6622
EEEFMJACARAIPE_1ªN01-EM_PV_INEP32037180_3523_2024;PROJETO DE VIDA;6622
EEEFMJACARAIPE_2ªN0-EJA-EM_2ª ETAPA_PIPAT_INEP32037180_1785_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_2ªN01-EM_PV_INEP32037180_4050_2024;PROJETO DE VIDA;6622
EEEFMJACARAIPE_2ªN02-EM_PROINPAC_INEP32037180_4517_2024;;6622
EEEFMJACARAIPE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32037180_2403_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32037180_2969_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMJACARAIPE_3ªN01-EM_PROINPAC_INEP32037180_4948_2024;;6622
EEEFMJACARAIPE_3ªN02-EM_PROINPAC_INEP32037180_5336_2024;;6622
EEEFMLARANJEIRAS_1ªN01-EJA-EM-ARH_1ª ETAPA_PIPAT_INEP32037350_7058_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMLARANJEIRAS_1ªN02-EJA-EM-AMS_1ª ETAPA_PIPAT_INEP32037350_7074_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMLARANJEIRAS_1ªN01-EM_EO_INEP32037350_7034_2024;ESTUDO ORIENTADO;6622
EEEFMLARANJEIRAS_1ªN01-EM_PROINPAC_INEP32037350_7034_2024;;6622
EEEFMLARANJEIRAS_1ªN01-EM_PV_INEP32037350_7034_2024;PROJETO DE VIDA;6622
EEEFMLARANJEIRAS_1ªN02-EM_EO_INEP32037350_7043_2024;ESTUDO ORIENTADO;6622
EEEFMLARANJEIRAS_1ªN02-EM_PROINPAC_INEP32037350_7043_2024;;6622
EEEFMLARANJEIRAS_1ªN02-EM_PV_INEP32037350_7043_2024;PROJETO DE VIDA;6622
EEEFMLARANJEIRAS_2ªN01-EJA-EM-ARH_2ª ETAPA_PIPAT_INEP32037350_7066_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMLARANJEIRAS_2ªN01-EM_PROINPAC_INEP32037350_7088_2024;;6622
EEEFMLARANJEIRAS_2ªN02-EM_PROINPAC_INEP32037350_7415_2024;;6622
EEEFMLARANJEIRAS_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32037350_7050_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMLARANJEIRAS_3ªN01-EM_PROINPAC_INEP32037350_6093_2024;;6622
EEEFMLARANJEIRAS_3ªN02-EM_PROINPAC_INEP32037350_7416_2024;;6622
EEEFMMARIAPENEDO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036191_1241_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMMARIAPENEDO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036191_1862_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMMARINETEDESOUZALIRA_1ªN01-EM_EO_INEP32036205_610_2024;ESTUDO ORIENTADO;6622
EEEFMMARINETEDESOUZALIRA_1ªN01-EM_PROINPAC_INEP32036205_610_2024;;6622
EEEFMMARINETEDESOUZALIRA_1ªN01-EM_PV_INEP32036205_610_2024;PROJETO DE VIDA;6622
EEEFMMARINETEDESOUZALIRA_1ªN02-EM_EO_INEP32036205_7738_2024;ESTUDO ORIENTADO;6622
EEEFMMARINETEDESOUZALIRA_1ªN02-EM_PROINPAC_INEP32036205_7738_2024;;6622
EEEFMMARINETEDESOUZALIRA_1ªN02-EM_PV_INEP32036205_7738_2024;PROJETO DE VIDA;6622
EEEFMMARINETEDESOUZALIRA_2ªN01-EM_PROINPAC_INEP32036205_1868_2024;;6622
EEEFMMARINETEDESOUZALIRA_2ªN02-EM_PROINPAC_INEP32036205_3591_2024;;6622
EEEFMMARINETEDESOUZALIRA_3ªN01-EM_PROINPAC_INEP32036205_2470_2024;;6622
EEEFMMARINETEDESOUZALIRA_3ªN02-EM_PROINPAC_INEP32036205_3043_2024;;6622
EEEFMMARINGA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036213_244_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMMARINGA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036213_247_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJOAOLOYOLA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32035519_1325_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJOAOLOYOLA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32035519_3114_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJOAOLOYOLA_2ªN01-EM_PROINPAC_INEP32035519_2546_2024;;6622
EEEFMPROFJOAOLOYOLA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32035519_3661_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJOAOLOYOLA_3ªN01-EM_PROINPAC_INEP32035519_4172_2024;;6622
EEEFMPROFJOAOLOYOLA_3ªN02-EM_PROINPAC_INEP32035519_5051_2024;;6622
EEEFMPROFJURACIMACHADO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32036493_3119_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJURACIMACHADO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036493_3665_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJURACIMACHADO_2ªN01-EM_PROINPAC_INEP32036493_4635_2024;;6622
EEEFMPROFJURACIMACHADO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036493_4175_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJURACIMACHADO_6ªN01-EJA-EF_6ª ETAPA_PIPAT_INEP32036493_1506_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJURACIMACHADO_7ªN01-EJA-EF_7ª ETAPA_PIPAT_INEP32036493_1952_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFJURACIMACHADO_8ªN01-EJA-EF_8ª ETAPA_PIPAT_INEP32036493_2549_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32065370_694_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32065370_3128_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFMARIAOLINDADEOLIVEIRAMENEZES_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32065370_1334_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFESSORJOAOANTUNESDASDORES_2ªN01-EJA-EM-ALG_2ª ETAPA_PIPAT_INEP32035500_5440_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMPROFESSORJOAOANTUNESDASDORES_2ªN01-EM_PROINPAC_INEP32035500_4656_2024;;6622
EEEFMPROFESSORJOAOANTUNESDASDORES_3ªN01-EM_PROINPAC_INEP32035500_5068_2024;;6622
EEEFMSERRASEDE_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32080735_3191_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSERRASEDE_1ªN01-EJA-EM-ALG_1ª ETAPA_PIPAT_INEP32080735_3741_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSERRASEDE_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32080735_760_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSERRASEDE_2ªN01-EJA-EM-ALG_2ª ETAPA_PIPAT_INEP32080735_6047_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSERRASEDE_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32080735_2027_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSERRASEDE_3ªN01-EJA-EM-ALG_3ª ETAPA_PIPAT_INEP32080735_4243_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSILVIOEGITOSOBRINHO_1ªN01-EM_EO_INEP32037260_763_2024;ESTUDO ORIENTADO;6622
EEEFMSILVIOEGITOSOBRINHO_1ªN01-EM_PROINPAC_INEP32037260_763_2024;;6622
EEEFMSILVIOEGITOSOBRINHO_1ªN01-EM_PV_INEP32037260_763_2024;PROJETO DE VIDA;6622
EEEFMSILVIOEGITOSOBRINHO_2ªN01-EM_PROINPAC_INEP32037260_1399_2024;;6622
EEEFMSILVIOEGITOSOBRINHO_3ªN01-EM_PROINPAC_INEP32037260_2030_2024;;6622
EEEFMSIZENANDOPECHINCHA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32036531_3200_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSIZENANDOPECHINCHA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32036531_235_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMSIZENANDOPECHINCHA_3ªN01-EM_PROINPAC_INEP32036531_3751_2024;;6622
EEEFMVILANOVADECOLARES_1ªN01EJA-EM_1ª ETAPA_PIPAT_INEP32134010_2650_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_2ªN01EJA-EM_2ª ETAPA_PIPAT_INEP32134010_4260_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_3ªN01EJA-EM_3ª ETAPA_PIPAT_INEP32134010_6054_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_5ªN01EJA-EF_5ª ETAPA_PIPAT_INEP32134010_6423_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_6ªN01EJA-EF_6ª ETAPA_PIPAT_INEP32134010_784_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_7ªN01EJA-EF_7ª ETAPA_PIPAT_INEP32134010_1422_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMVILANOVADECOLARES_8ªN01EJA-EF_8ª ETAPA_PIPAT_INEP32134010_2053_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMZUMBIDOSPALMARES-SERRA_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32066333_4728_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMZUMBIDOSPALMARES-SERRA_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32066333_5802_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMZUMBIDOSPALMARES-SERRA_2ªN01-EM_PROINPAC_INEP32066333_1441_2024;;6622
EEEFMZUMBIDOSPALMARES-SERRA_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32066333_6059_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMZUMBIDOSPALMARES-SERRA_3ªN01-EM_PROINPAC_INEP32066333_2074_2024;;6622
EEEFMALMIRANTEBARROSO_1ªN01-EJA-EM_1ª ETAPA_PIPAT_INEP32041560_371_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMALMIRANTEBARROSO_2ªN01-EJA-EM_2ª ETAPA_PIPAT_INEP32041560_995_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMALMIRANTEBARROSO_3ªN01-EJA-EM_3ª ETAPA_PIPAT_INEP32041560_1616_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
EEEFMALMIRANTEBARROSO_3ªN02-EJA-EM_3ª ETAPA_PIPAT_INEP32041560_2239_2024/1;PROJETO INTEGRADOR DE PESQUISA E ARTICULAÇÃO COM O TERRITÓRIO;6622
